sep=;
Input;Time (ms);Desired Location;Desired OS;Desired dedication;Desired period;Desired storage;Desired usage;Desired ECU;Desired RAM;Desired ssd;Result Location;Result OS;Result Dedication;Result Purchase;Result Instance;Result EBS;Total Cost;Cost Month;Cost Hour;ECU;Cores;RAM;SSD;Storage;EBS Storage;Signed Usage;Period;
Config 83.fmc; 561;Public;WindowsSQLStd;CA;6;526;534;31.0;36.0;0;CA;WindowsSQLStd;Public;OnDemand;R3_4xlarge;ssdEBS;15598.0;2599668.0;4.822;52.0;16.0;122.0;1.0;526.0;206.0;534.0;6.0;
Config 84.fmc; 561;Dedicated;LinuxBased;Europe;16;8304;413;42.0;231.0;1;Invalid;
Config 85.fmc; 388;Dedicated;Linux;ORE;33;297;305;17.0;7.0;1;ORE;Linux;Dedicated;OneYearMedium;C3_2xlarge;ssdEBS;24076.0;693850.0;0.23;28.0;8.0;15.0;1.0;297.0;137.0;305.0;33.0;
Config 86.fmc; 449;Dedicated;Linux;ORE;33;923;184;33.0;22.0;0;ORE;Linux;Dedicated;OneYearMedium;C3_4xlarge;ssdEBS;19280.0;512756.0;0.459;55.0;16.0;30.0;1.0;923.0;603.0;184.0;33.0;
Config 87.fmc; 407;Public;Suse;AsiaOceania;43;6887;548;97.0;61.0;1;SIN;Suse;Public;ThreeYearsMedium;I2_8xlarge;ssdEBS;77341.0;1178004.0;2.043;104.0;32.0;244.0;1.0;6887.0;487.0;548.0;43.0;
Config 88.fmc; 369;Dedicated;RedHat;JP;23;799;550;19.0;9.0;1;Tokyo;RedHat;Dedicated;OneYearMedium;C3_2xlarge;ssdEBS;33574.0;1402180.0;0.41;28.0;8.0;15.0;1.0;799.0;639.0;550.0;23.0;
Config 89.fmc; 442;Dedicated;RedHat;JP;33;425;429;40.0;37.0;0;Tokyo;RedHat;Dedicated;OneYearMedium;R3_4xlarge;ssdEBS;45437.0;1192350.0;0.75;52.0;16.0;122.0;1.0;425.0;105.0;429.0;33.0;
Config 9.fmc; 354;Dedicated;Linux;CA;48;1050;585;51.0;153.0;0;CA;Linux;Dedicated;OneYearMedium;R3_8xlarge;ssdEBS;88312.0;1677840.0;0.784;104.0;32.0;244.0;1.0;1050.0;410.0;585.0;48.0;
Config 90.fmc; 349;Public;Windows;VA;33;2474;62;49.0;217.0;0;VA;Windows;Public;OneYearLight;I2_8xlarge;null;13160.0;242668.0;3.914;104.0;32.0;244.0;1.0;6400.0;0.0;62.0;33.0;
Config 91.fmc; 708;Public;Suse;SIN;4;548;62;8.0;4.0;1;SIN;Suse;Public;OnDemand;I2_xlarge;null;277.0;69316.0;1.118;14.0;4.0;30.5;1.0;800.0;0.0;62.0;4.0;
Config 92.fmc; 450;Dedicated;RedHat;SouthAmerica;14;174;672;9.0;14.0;0;SaoPaulo;RedHat;Dedicated;OneYearMedium;M2_2xlarge;null;22572.0;1526784.0;0.272;13.0;4.0;34.2;0.0;850.0;0.0;672.0;14.0;
Config 93.fmc; 238;Public;WindowsSQLWeb;Europe;14;1415;65;44.0;121.0;0;IR;WindowsSQLWeb;Public;OnDemand;I2_4xlarge;null;3613.0;258115.0;3.971;53.0;16.0;122.0;1.0;3200.0;0.0;65.0;14.0;
Config 94.fmc; 682;Public;WindowsSQLWeb;Europe;14;927;674;7.0;7.0;0;IR;WindowsSQLWeb;Public;OneYearHeavy;M1_xlarge;null;4475.0;202940.0;0.278;8.0;4.0;15.0;0.0;1680.0;0.0;730.0;14.0;
Config 95.fmc; 475;Public;WindowsSQLWeb;ORE;23;927;674;56.0;18.0;1;ORE;WindowsSQLWeb;Public;OneYearHeavy;R3_8xlarge;ssdEBS;30477.0;687160.0;0.902;104.0;32.0;244.0;1.0;927.0;287.0;730.0;23.0;
Config 96.fmc; 475;Dedicated;WindowsSQLServer;NorthAmerica;43;8122;308;46.0;85.0;1;Invalid;
Config 97.fmc; 546;Dedicated;WindowsSQLServer;CA;4;676;186;16.0;6.0;1;CA;WindowsSQLWeb;Dedicated;OnDemand;G2_2xlarge;ssdEBS;2609.0;652380.0;1.11;26.0;8.0;15.0;1.0;676.0;616.0;186.0;4.0;
Config 98.fmc; 684;Dedicated;WindowsSQLServer;CA;4;676;186;16.0;29.0;0;CA;WindowsSQLWeb;Dedicated;OnDemand;M2_4xlarge;null;2996.0;749208.0;2.028;26.0;8.0;68.4;0.0;1680.0;0.0;186.0;4.0;
Config 99.fmc; 684;Public;LinuxBased;SouthAmerica;4;6003;310;40.0;193.0;0;Invalid;
